contrast,split,source_model,target_model,index,audio,query,delta_iou,source_prediction,target_prediction,ground_truth
exchange_increment,relation,no_exchange_seed0,rbee_seed0,152,esc_test_10019_v0.wav,chainsaw followed by vacuum cleaner,-0.47560975609756095,"[[2.0, 11.75]]","[[2.0, 11.75], [14.75, 25.0]]","[[1.5, 11.75]]"
exchange_increment,relation,no_exchange_seed0,rbee_seed0,156,esc_test_10019_v1.wav,chainsaw followed by vacuum cleaner,-0.00023029886882530715,"[[1.97, 28.3]]","[[1.957, 28.302]]","[[17.65, 28.3]]"
exchange_increment,relation,no_exchange_seed0,rbee_seed0,157,esc_test_10019_v1.wav,vacuum cleaner followed by chainsaw,-0.008083140877597983,"[[2.0, 12.65], [17.65, 28.3]]","[[2.0, 12.65], [17.65, 28.65]]","[[2.0, 12.65]]"
exchange_increment,relation,no_exchange_seed0,rbee_seed0,181,esc_test_10022_v1.wav,thunderstorm followed by fireworks,-0.002808988764044895,"[[2.0, 12.65]]","[[1.97, 12.65]]","[[2.0, 12.65]]"
exchange_increment,relation,no_exchange_seed0,rbee_seed0,191,esc_test_10023_v1.wav,"thunderstorm, and then clapping",-0.002808988764044895,"[[2.0, 12.65]]","[[1.97, 12.65]]","[[2.0, 12.65]]"
exchange_increment,relation,no_exchange_seed0,rbee_seed0,193,esc_test_10024_v0.wav,crying baby followed by clapping,-0.07804878048780495,"[[14.8, 24.8]]","[[14.8, 24.0]]","[[14.75, 25.0]]"
exchange_increment,relation,no_exchange_seed0,rbee_seed0,195,esc_test_10024_v0.wav,"crying baby, and then clapping",-0.07804878048780495,"[[14.8, 24.8]]","[[14.8, 24.0]]","[[14.75, 25.0]]"
exchange_increment,relation,no_exchange_seed0,rbee_seed0,238,esc_test_10029_v1.wav,"rooster, and then thunderstorm",-0.0046948356807512415,"[[17.65, 28.25]]","[[17.65, 28.2]]","[[17.65, 28.3]]"
exchange_increment,relation,no_exchange_seed0,rbee_seed0,286,esc_test_10035_v1.wav,"crying baby, and then sea waves",-0.49285714285714266,"[[17.65, 28.3]]","[[7.65, 28.65]]","[[17.65, 28.3]]"
exchange_increment,relation,no_exchange_seed0,rbee_seed0,305,esc_test_10038_v0.wav,keyboard typing followed by fireworks,-0.5745701719312275,"[[14.75, 24.0]]","[[6.75, 11.75], [14.75, 19.75]]","[[14.75, 25.0]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,0,esc_test_10000_v0.wav,crying baby followed by dog,-0.04878048780487809,"[[1.5, 8.5]]","[[1.5, 8.0]]","[[1.5, 11.75]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,1,esc_test_10000_v0.wav,dog followed by crying baby,-0.052864435621100325,"[[15.4, 25.0]]","[[15.5, 25.5]]","[[14.75, 25.0]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,12,esc_test_10001_v1.wav,crying baby followed by keyboard typing,-0.0016031814492030172,"[[17.67, 28.67]]","[[17.679, 28.679]]","[[17.65, 28.3]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,58,esc_test_10007_v0.wav,"dog, and then rooster",-0.11309109009457441,"[[1.6, 8.7]]","[[1.6, 8.7], [14.75, 16.75]]","[[1.5, 11.75]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,71,esc_test_10008_v1.wav,"vacuum cleaner, and then crying baby",-0.026574736125297926,"[[1.97, 12.624]]","[[1.97, 12.97]]","[[2.0, 12.65]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,88,esc_test_10011_v0.wav,clapping followed by vacuum cleaner,-0.11319383900029062,"[[1.5, 20.0]]","[[1.5, 24.75]]","[[1.5, 11.75]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,93,esc_test_10011_v1.wav,vacuum cleaner followed by clapping,-0.000164069196841643,"[[2.0, 12.6]]","[[1.957, 12.659]]","[[2.0, 12.65]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,151,esc_test_10018_v1.wav,"vacuum cleaner, and then sea waves",-0.002808988764044895,"[[2.0, 12.65]]","[[1.97, 12.65]]","[[2.0, 12.65]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,158,esc_test_10019_v1.wav,"chainsaw, and then vacuum cleaner",-0.00023029886882530715,"[[1.97, 28.3]]","[[1.957, 28.302]]","[[17.65, 28.3]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,204,esc_test_10025_v1.wav,dog followed by thunderstorm,-0.0046948356807512415,"[[17.75, 28.3]]","[[17.75, 28.25]]","[[17.65, 28.3]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,209,esc_test_10026_v0.wav,thunderstorm followed by sea waves,-0.4305555555555556,"[[14.75, 25.0]]","[[7.0, 25.0]]","[[14.75, 25.0]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,211,esc_test_10026_v0.wav,"thunderstorm, and then sea waves",-0.00487804878048792,"[[14.75, 25.0]]","[[14.8, 25.0]]","[[14.75, 25.0]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,219,esc_test_10027_v0.wav,"rooster, and then keyboard typing",-0.07317073170731703,"[[15.0, 24.8]]","[[15.75, 24.8]]","[[14.75, 25.0]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,223,esc_test_10027_v1.wav,"rooster, and then keyboard typing",-0.0008416721219489665,"[[1.957, 11.855]]","[[1.957, 11.846]]","[[2.0, 12.65]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,254,esc_test_10031_v1.wav,"keyboard typing, and then sea waves",-0.461038961038961,"[[17.65, 28.65]]","[[7.65, 28.65]]","[[17.65, 28.3]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,263,esc_test_10032_v1.wav,"rooster, and then crying baby",-0.3939937402190923,"[[2.374, 12.65]]","[[2.374, 12.65], [17.65, 22.65], [23.65, 26.0]]","[[2.0, 12.65]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,292,esc_test_10036_v1.wav,dog followed by keyboard typing,-0.461038961038961,"[[17.65, 28.65]]","[[7.65, 28.65]]","[[17.65, 28.3]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,294,esc_test_10036_v1.wav,"dog, and then keyboard typing",-0.47062033216246624,"[[17.65, 28.0]]","[[7.65, 28.0]]","[[17.65, 28.3]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,301,esc_test_10037_v1.wav,sea waves followed by chainsaw,-0.0006515748358389972,"[[1.957, 12.65]]","[[1.97, 12.67]]","[[2.0, 12.65]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,307,esc_test_10038_v0.wav,"keyboard typing, and then fireworks",-0.5745701719312275,"[[14.75, 24.0]]","[[6.75, 11.75], [14.75, 19.75]]","[[14.75, 25.0]]"
exchange_increment,relation,no_exchange_seed1,rbee_seed1,317,esc_test_10039_v1.wav,vacuum cleaner followed by rooster,-0.002424587364826314,"[[2.0, 19.5]]","[[2.0, 19.57]]","[[2.0, 12.65]]"
exchange_increment,relation,no_exchange_seed2,rbee_seed2,2,esc_test_10000_v0.wav,"crying baby, and then dog",-0.04390243902439017,"[[1.5, 8.45]]","[[1.5, 8.0]]","[[1.5, 11.75]]"
exchange_increment,relation,no_exchange_seed2,rbee_seed2,36,esc_test_10004_v1.wav,clapping followed by keyboard typing,-0.004672897196261738,"[[17.65, 28.3]]","[[17.65, 28.35]]","[[17.65, 28.3]]"
exchange_increment,relation,no_exchange_seed2,rbee_seed2,58,esc_test_10007_v0.wav,"dog, and then rooster",-0.15673469387755096,"[[1.6, 8.7], [14.75, 16.75]]","[[1.6, 9.0], [14.75, 17.0], [20.0, 25.0]]","[[1.5, 11.75]]"
exchange_increment,relation,no_exchange_seed2,rbee_seed2,71,esc_test_10008_v1.wav,"vacuum cleaner, and then crying baby",-0.027145284621920118,"[[1.97, 12.67]]","[[1.97, 12.97]]","[[2.0, 12.65]]"
exchange_increment,relation,no_exchange_seed2,rbee_seed2,73,esc_test_10009_v0.wav,fireworks followed by clapping,-0.18473978302096927,"[[16.5, 25.58]]","[[8.5, 25.58]]","[[14.75, 25.0]]"
exchange_increment,relation,no_exchange_seed2,rbee_seed2,87,esc_test_10010_v1.wav,"vacuum cleaner, and then fireworks",-0.4928571428571429,"[[2.0, 12.65]]","[[2.0, 12.65], [17.65, 28.0]]","[[2.0, 12.65]]"
exchange_increment,relation,no_exchange_seed2,rbee_seed2,130,esc_test_10016_v0.wav,"chainsaw, and then dog",-0.004878048780487809,"[[1.6, 11.75]]","[[1.65, 11.75]]","[[1.5, 11.75]]"
exchange_increment,relation,no_exchange_seed2,rbee_seed2,186,esc_test_10023_v0.wav,"clapping, and then thunderstorm",-0.009967166979362063,"[[1.5, 11.9]]","[[1.5, 11.5]]","[[1.5, 11.75]]"
exchange_increment,relation,no_exchange_seed2,rbee_seed2,237,esc_test_10029_v1.wav,thunderstorm followed by rooster,-0.0022419159149653645,"[[2.0, 10.5]]","[[1.97, 10.5]]","[[2.0, 12.65]]"
exchange_increment,relation,no_exchange_seed2,rbee_seed2,261,esc_test_10032_v1.wav,rooster followed by crying baby,-0.0009231047162059358,"[[2.35, 12.65]]","[[2.355, 12.655]]","[[2.0, 12.65]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,1,_Uro9suV3xU_45_135.wav,hair dryer drying,-0.031015507753875737,"[[80.802, 84.124]]","[[80.802, 84.0]]","[[81.0, 84.8]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,12,THhP1idrWXA_0_60.wav,people coughing,-0.06863636363636161,"[[37.874, 40.0]]","[[37.874, 38.874]]","[[37.8, 39.4]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,110,hZfIwRPjkvM_30_90.wav,dog howling,-0.005649717514124353,"[[42.302, 59.902]]","[[42.402, 59.902]]","[[42.3, 44.7], [51.4, 60.0]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,113,6_VlZuPDOSM_150_210.wav,driving motorcycle,-1.969521767708482e-05,"[[18.124, 26.513], [50.374, 56.513]]","[[18.124, 26.51], [50.374, 56.51]]","[[19.1, 26.2], [50.4, 56.6]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,118,Ud0MIgXET3g_0_62.wav,female singing,-0.021063062678164463,"[[7.51, 11.01], [58.738, 61.92]]","[[7.51, 11.01], [58.965, 61.965]]","[[54.2, 61.3]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,135,OMkEVX23BdM_0_31.wav,lions roaring,-0.003619497585332754,"[[19.291, 27.513]]","[[19.235, 27.513]]","[[19.4, 23.6], [24.4, 29.9]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,138,FidGPhNC4sc_0_60.wav,machine gun shooting,-0.005029428620811904,"[[37.902, 49.51], [57.124, 59.957]]","[[37.902, 49.51], [57.238, 59.902]]","[[38.0, 41.9], [43.3, 44.4], [45.6, 49.8], [57.0, 58.9]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,143,QW_m5t16010_82_118.wav,orchestra,-0.018796992481203034,"[[0.0, 13.5]]","[[0.0, 13.0]]","[[2.0, 26.6]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,149,l22_mm7qDoI_0_60.wav,people cheering,-0.0003834876269227516,"[[36.902, 39.513], [48.513, 51.513]]","[[36.902, 39.51], [48.51, 51.51]]","[[10.0, 20.0], [37.2, 41.0], [48.7, 52.3]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,150,l22_mm7qDoI_79_139.wav,people cheering,-0.011979279084826322,"[[7.235, 13.624], [28.457, 31.457]]","[[7.235, 13.624], [28.457, 31.235]]","[[7.4, 13.6], [29.1, 40.6]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,153,1Y-C9RMyaQQ_0_53.wav,people coughing,-0.5725952315702936,"[[44.0, 52.9]]","[[4.802, 6.0]]","[[5.8, 6.4], [46.5, 52.2]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,154,1Y-C9RMyaQQ_53_77.wav,people coughing,-0.024999999999999856,"[[5.902, 7.0]]","[[5.957, 7.0]]","[[2.8, 3.1], [5.8, 7.1], [9.3, 9.9]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,156,ATv_bcvl_68_0_60.wav,people eating,-0.006704742803388064,"[[36.302, 39.0], [52.6, 59.9]]","[[36.235, 39.0], [52.624, 59.902]]","[[52.4, 60.0]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,157,5TyhXTdRTmo_0_75.wav,people eating,-0.010816820271477456,"[[60.0, 74.902]]","[[59.701, 74.902]]","[[66.6, 75.0]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,158,Y8Ku0WMqT1I_0_60.wav,people laughing,-0.2024500747778659,"[[23.51, 24.51], [38.51, 39.51], [48.01, 49.01], [52.91, 53.91]]","[[23.51, 24.51], [38.51, 39.51], [48.01, 49.01]]","[[23.3, 24.1], [52.8, 53.8]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,161,kw6sagBOLw0_36_96.wav,people nose blowing,-0.0032089662484430237,"[[21.957, 25.0], [32.5, 33.5], [43.624, 44.624]]","[[21.902, 25.0], [32.5, 33.5], [43.65, 44.65]]","[[22.0, 23.5]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,182,_5TXy_J6xJI_120_180.wav,playing badminton,-0.032357473035438844,"[[44.0, 48.0], [58.5, 59.5]]","[[44.0, 48.0], [54.0, 55.0]]","[[42.2, 43.1], [45.4, 49.2], [54.3, 60.0]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,184,Tm4ZJWTQXng_0_90.wav,playing banjo,-0.001334243952962888,"[[0.0, 18.874]]","[[0.0, 18.902]]","[[1.1, 18.1]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,199,26buZudMN-M_0_75.wav,playing erhu,-0.0001739826017393975,"[[34.51, 44.51]]","[[34.701, 44.701]]","[[34.7, 36.5], [38.8, 44.4]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,200,eZOya7BqOc0_270_330.wav,playing flute,-0.007777777777776995,"[[43.659, 47.846]]","[[43.65, 47.802]]","[[43.5, 44.9], [46.2, 48.0]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,211,X5wA7DSspmc_400_449.wav,playing snare drum,-0.2758215962441327,"[[26.15, 27.15], [29.15, 30.15]]","[[26.15, 27.15], [29.15, 30.15], [37.3, 40.15], [43.3, 45.15]]","[[25.9, 26.7], [29.0, 29.6]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,236,1-KvIEU03yc_320_380.wav,rope skipping,-0.010416666666666852,"[[10.65, 18.0], [26.0, 35.0]]","[[10.65, 18.0], [26.2, 35.0]]","[[10.6, 19.7], [25.0, 35.1]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,246,EM7GxFZ7uSo_148_205.wav,skateboarding,-0.0177057205210875,"[[0.0, 1.0], [10.0, 11.0], [17.0, 18.0], [21.0, 22.0], [26.0, 27.0], [31.0, 32.0], [41.0, 42.0]]","[[0.0, 56.902]]","[[26.4, 31.6]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,257,_Gg3M-GF9sE_3_63.wav,train horning,-0.00016666666666687036,"[[48.0, 59.902]]","[[48.0, 59.9]]","[[48.4, 51.5], [54.0, 55.8], [57.6, 60.0]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,275,0mZQ6Q-viPw_0_33.wav,dog barking,-0.046666666666666856,"[[0.0, 2.0]]","[[0.0, 1.902]]","[[0.4, 2.1]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,279,s9d-2nhuJCQ_30_90.wav,people clapping,-0.023371506794430893,"[[0.0, 59.902]]","[[0.0, 5.0]]","[[7.3, 8.7]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,298,vqOmk5fQM68_190_240.wav,playing clarinet,-0.03258129736531601,"[[23.75, 25.0], [39.624, 40.624], [48.25, 49.902]]","[[23.701, 25.0], [39.601, 40.601], [48.5, 49.5]]","[[23.6, 24.9], [39.6, 40.5], [48.9, 49.9]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,322,IxffSFoVK78_240_300.wav,playing saxophone,-0.005177096266460901,"[[28.374, 33.0], [49.701, 54.0]]","[[28.374, 33.0], [49.65, 54.0]]","[[28.3, 33.2], [49.8, 54.1]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,335,fBgbJcDjsLs_25_68.wav,playing trumpet,-0.009199446385457555,"[[20.874, 24.238], [33.238, 36.51]]","[[20.874, 24.124], [33.291, 36.51]]","[[20.9, 24.9], [33.5, 36.9]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,368,YJ2O7vQfeiE_155_215.wav,playing erhu,-0.1679920536524916,"[[46.791, 51.374], [54.465, 58.874]]","[[46.791, 58.957]]","[[46.8, 51.6], [54.3, 58.1]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,369,Izf5sGMI1CY_0_40.wav,playing clarinet,-0.17321867321867324,"[[5.5, 16.5]]","[[5.5, 16.5], [24.3, 29.3], [34.3, 36.8]]","[[5.6, 6.9], [10.0, 11.4], [14.0, 16.0]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,376,T6B1r0-CYf0_154_204.wav,hammering nails,-0.0679785330948117,"[[1.0, 2.0], [8.3, 9.3], [13.0, 14.0], [17.9, 18.9], [21.7, 22.7], [44.0, 45.0], [46.5, 47.5]]","[[1.51, 2.51], [8.238, 9.238], [13.01, 14.01], [17.965, 18.965], [21.874, 22.874], [44.056, 45.056]]","[[7.7, 8.6], [12.3, 13.3], [43.4, 47.3]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,397,J6_-SaW_GUE_0_60.wav,basketball bounce,-0.1461590600994105,"[[34.902, 36.513]]","[[34.0, 35.0]]","[[34.3, 36.0]]"
exchange_increment,public,no_exchange_seed0,rbee_seed0,398,zbWFCrbyMYQ_20_105.wav,people crowd,-0.062052969855593,"[[0.0, 2.0], [29.701, 31.701], [38.5, 40.5], [50.5, 52.5], [76.5, 78.5]]","[[0.0, 2.0], [29.701, 31.701], [39.0, 40.0], [50.0, 51.0], [56.0, 57.0], [76.0, 77.0], [80.0, 81.0]]","[[1.4, 2.7], [29.5, 31.5], [48.7, 50.4], [76.3, 79.8]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,10,_jcVnmRQD_U_90_150.wav,people whistling,-0.014511828827916462,"[[41.0, 42.0]]","[[40.957, 42.0]]","[[41.0, 42.7]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,41,QCovzjYMK5c_150_210.wav,child singing,-0.004374856090260115,"[[21.0, 25.0]]","[[20.957, 25.0]]","[[23.1, 25.3]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,84,GVGw7gumeSI_200_260.wav,baby babbling,-0.004239615516650419,"[[37.874, 43.874]]","[[37.874, 43.51]]","[[38.0, 43.7]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,96,p7k7ivFz-ko_10_70.wav,bull bellowing,-6.859036701806209e-05,"[[4.235, 24.51]]","[[4.235, 24.513]]","[[4.7, 7.1], [14.9, 20.3], [22.7, 24.3]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,150,l22_mm7qDoI_79_139.wav,people cheering,-0.0070736003649036205,"[[7.235, 13.624], [28.457, 31.457]]","[[7.235, 13.513], [28.457, 31.402]]","[[7.4, 13.6], [29.1, 40.6]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,153,1Y-C9RMyaQQ_0_53.wav,people coughing,-0.0002730616284166744,"[[4.874, 6.0]]","[[4.802, 6.0]]","[[5.8, 6.4], [46.5, 52.2]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,157,5TyhXTdRTmo_0_75.wav,people eating,-0.010816820271477456,"[[60.0, 74.902]]","[[59.701, 74.902]]","[[66.6, 75.0]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,175,k-dhOJF2MuY_280_325.wav,people whispering,-0.010072279480658586,"[[1.5, 2.5], [11.7, 23.5], [27.3, 28.3], [30.7, 34.5], [36.9, 39.5], [41.2, 44.9]]","[[1.5, 2.5], [11.7, 23.5], [27.3, 29.0], [30.7, 34.5], [36.9, 39.5], [41.2, 44.9]]","[[14.9, 23.7]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,180,BBz-Jyr23M4_387_447.wav,playing acoustic guitar,-0.10742668212961204,"[[34.701, 35.701], [44.51, 48.51]]","[[34.874, 36.0], [44.5, 48.0]]","[[44.7, 49.0]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,181,BBz-Jyr23M4_540_620.wav,playing acoustic guitar,-0.03533591995099011,"[[3.902, 5.0], [15.902, 17.0]]","[[3.902, 5.0], [15.902, 20.0]]","[[3.7, 5.2], [15.5, 17.3], [19.7, 21.3], [23.8, 24.8]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,209,GbM7EszlDFw_52_98.wav,playing saxophone,-0.014853986713429412,"[[16.902, 21.01], [29.374, 33.738]]","[[16.902, 21.01], [29.238, 33.738]]","[[16.9, 21.2], [29.4, 33.8]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,218,r1KRhB4QeCg_81_91.wav,playing tennis,-0.009803921568627416,"[[1.5, 2.5], [5.0, 5.5], [7.4, 8.0], [8.3, 8.8], [9.5, 10.0]]","[[1.5, 2.5], [5.0, 5.5], [7.4, 8.0], [8.3, 8.9], [9.5, 10.0]]","[[1.8, 2.1], [5.1, 5.7], [8.3, 8.7]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,236,1-KvIEU03yc_320_380.wav,rope skipping,-0.008033577819392512,"[[10.65, 18.0], [26.0, 35.0]]","[[10.659, 18.013], [26.238, 35.124]]","[[10.6, 19.7], [25.0, 35.1]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,251,udc_NPwrSK0_0_57.wav,tap dancing,-0.00987173655295781,"[[10.65, 17.802], [34.5, 56.902]]","[[10.65, 17.5], [34.5, 56.9]]","[[11.0, 18.3], [34.1, 39.0], [44.1, 50.0], [52.2, 56.4]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,276,QhFtABqY9cs_180_240.wav,driving motorcycle,-0.13250000000000028,"[[46.735, 48.0]]","[[47.0, 48.0]]","[[46.5, 48.5]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,308,hNKFL02U8W4_360_420.wav,playing erhu,-0.02199519230769259,"[[30.5, 36.5], [44.3, 49.3], [52.0, 53.0]]","[[30.5, 36.5], [44.3, 45.3], [48.0, 53.0]]","[[30.6, 31.7], [34.9, 36.6], [44.5, 45.6], [48.3, 49.4], [52.3, 53.6]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,327,txKxk6S4IvQ_15_75.wav,playing tabla,-0.0014522027334677445,"[[0.0, 3.0], [29.65, 35.0], [41.701, 44.0], [52.701, 53.701], [59.5, 60.0]]","[[0.0, 3.0], [29.65, 35.0], [41.65, 44.0], [52.75, 53.75], [59.5, 60.0]]","[[0.0, 3.4], [42.0, 43.8], [52.6, 55.6], [59.2, 60.0]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,333,FFJ4FGlW5Zo_120_180.wav,playing trumpet,-0.014732062691825643,"[[28.51, 35.101], [48.283, 50.283]]","[[28.51, 35.124], [48.291, 50.124]]","[[28.5, 29.2], [31.1, 33.7], [46.8, 52.2]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,340,28YVOGk5uGY_50_110.wav,playing violin,-0.04123711340206171,"[[15.5, 18.9], [35.3, 41.3]]","[[15.5, 18.5], [35.3, 41.3]]","[[15.6, 19.2]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,356,YScsKu7Txnw_251_311.wav,water burbling,-0.003009260438862793,"[[0.0, 5.902], [19.0, 42.5]]","[[0.0, 5.874], [19.0, 43.0]]","[[0.0, 5.6]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,368,YJ2O7vQfeiE_155_215.wav,playing erhu,-0.006508882073934852,"[[46.791, 58.846]]","[[46.791, 58.957]]","[[46.8, 51.6], [54.3, 58.1]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,369,Izf5sGMI1CY_0_40.wav,playing clarinet,-0.16616161616161618,"[[5.5, 16.5]]","[[5.5, 16.5], [24.3, 29.3], [34.3, 36.3]]","[[5.6, 6.9], [10.0, 11.4], [14.0, 16.0]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,376,T6B1r0-CYf0_154_204.wav,hammering nails,-0.07233115817250901,"[[1.51, 2.51], [8.374, 9.374], [13.01, 14.01], [18.01, 19.01], [22.01, 23.01], [44.01, 45.01], [46.51, 47.51]]","[[1.51, 2.51], [8.374, 9.374], [13.01, 14.01], [18.01, 19.01], [22.01, 23.01], [44.01, 45.01]]","[[7.7, 8.6], [12.3, 13.3], [43.4, 47.3]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,381,pPNdzlgkG3M_50_110.wav,playing clarinet,-0.10267419962335267,"[[25.65, 27.65], [49.902, 52.15]]","[[25.65, 27.65], [49.902, 52.902]]","[[26.0, 27.3], [50.0, 51.6]]"
exchange_increment,public,no_exchange_seed1,rbee_seed1,385,ckHzSVkWpII_90_135.wav,playing cornet,-0.09051380097637107,"[[15.231, 16.231], [21.231, 23.0], [37.731, 41.0]]","[[15.0, 16.0], [21.0, 23.0], [37.7, 41.0]]","[[15.3, 16.4], [21.3, 22.8], [37.7, 41.1]]"
